SMILES,Name,MolWeight
c1ccc(C2=NC3(CCCC3)N=C2c2ccccc2)cc1,8014-9485,274.15
CN(C)S(=O)(=O)Nc1ccc(Br)cn1,Y512-6268,278.97
CC(CN)n1cc(I)cn1,Y507-5853,250.99
COCCc1nnc2n1C[C@H]1CC[C@@H](C2)N1S(=O)(=O)c1cccs1,SA12-0647,368.1
OC(C#CCN(Cc1ccccc1)Cc1ccccc1)(c1ccccc1)c1ccccc1,4782-0251,417.21
CC1(C)O[C@H]2[C@@H](O1)[C@@H](C(=O)NCC(=O)O)O[C@@H]1OC(C)(C)O[C@@H]12,D011-1779,331.13
Cc1nnc(C)c2c(C)n(C3CCCCC3)c(C)c12,8017-6859,257.19
CC1=CC(C)(C)n2c(=O)oc(=O)c3cc(F)cc1c32,Y021-2349,261.08
CN1CCN(c2cnn(C34CC5CC(CC(C5)C3)C4)c(=O)c2Cl)CC1,C719-0072,362.19
Clc1cncc(Cl)c1N/N=C/c1ccc(Br)s1,K072-0181,348.88
Cn1cnnc1C1CN(S(C)(=O)=O)CC12CCCC2,SC69-0093,284.13
COc1cc(C(=O)CC2OC(=O)c3c2ccc(OC)c3OC)ccc1O,Y512-6241,358.11
c1ccc2oc(SCCSc3nc4ccccc4o3)nc2c1,8007-7869,328.03
Cn1c2c(c(=O)n(C)c1=O)CN(C1CCCC1)CN2,C612-1289,264.16
O=C(O)C12CC3CC(C(=O)O)(C1)CC(C(=O)O)(C3)C2,5610-0003,268.09
CN(C)c1nc(N)nc(COc2nsnc2N2CCOCC2)n1,8016-4321,338.13
Cc1nnc(-c2ccc(S(=O)(=O)NCc3ccco3)o2)o1,P657-0058,309.04
CCCCCCCCn1c2c(c(=N)c3c1CCC3)CCCC2,4817-2840,300.26
COc1cc(CNCCO)cc(I)c1OC,Y511-1878,337.02
CSc1nc2sc3c(c2c2nnc(SC(C)C)n12)CC(C(C)C)OC3,8640-0443,394.1
O=C1c2ccc(-n3c(=O)c4ccccc4c4ccccc4c3=O)cc2C(=O)N1c1ccccc1,3952-1440,444.11
O=S(=O)(c1ccc(-c2ccno2)s1)N1CCC2(CC1)OCCO2,L464-0147,356.05
O=c1c2ccc3ccccc3c2oc2cc(O)cc(O)c12,Y041-3711,278.06
CCn1ncc(/C=N/Nc2snc(SC)c2C#N)c1F,Y505-3473,310.05
CC(C)(C)NC(=O)NC1CCN(C(=O)C2CCCC2)C1,Z603-6380,281.21
CC1=CC(C)(C)N2Cn3c(nc4ccccc43)-c3cc(C)cc1c32,Y021-8955,315.17
Cc1nn(CCc2nnc(C(C)n3nc(C(F)F)c(Br)c3C)o2)c(C)c1Cl,Y502-7354,462.04
CCN1C(=O)N(CC)C2C1NC(=O)N2CCCC(=O)O,8016-8258,284.15
Ic1ccc(-c2cn3ccsc3n2)cc1,Y510-9304,325.94
O=C1NCCCCCN(C(=O)CC2CCCCC2)[C@H]2CCCC[C@@H]12,S780-0368,334.26
OC1(c2ccc3c(c2)OCCO3)C[N+](c2ccccc2)=C2SCCCN21,K404-0035,369.13
c1cc2c(cc1Nc1nc3nonc3nc1Nc1ccc3c(c1)OCO3)OCO2,8010-4220,392.09
O=C(O)C1C2CCC(C2)C1C(=O)NCC1CCCO1,Y204-3241,267.15
O=S(=O)(c1cccs1)N1CCN(S(=O)(=O)c2ccc(Br)s2)CC1,Y502-9415,455.89
CC1=NC(O)(C23CC4CC(CC(C4)C2)C3)C(C)S1,0KPI-0073,265.15
O=c1[nH]ncn2ncc(I)c12,Y500-9464,261.94
c1coc(-c2nc3n(n2)C2(CCCCC2)[C@@H]2CCCC[C@@H]2N3)c1,D322-0690,312.2
CCOc1nc(N2CCOCC2)nc(N2CCOCC2)n1,8010-6859,295.16
Clc1ccc(SCCNc2ccc3nnnn3n2)cc1,Y043-8007,306.05
Nc1nsc2nc(-c3ccccc3)cc(-c3ccccc3)c12,8018-9966,303.08
OC1(CN2CCCC2)CCC2(CCNCC2)CC1,S567-0222,252.22
CCCC12CN3CC(CCC)(CN(C1)C3C(O)C(O)C(O)CO)C2=O,5585-0328,356.23
O=c1c(F)cn(Cc2ccc(Br)cc2)c(=O)n1Cc1ccc(Br)cc1,5339-0399,465.93
O=c1c2ccccc2nnn1COc1ccccc1,8017-7392,253.09
O=C(CCSCCC(=O)Nc1nncs1)Nc1nncs1,Y204-1862,344.02
COCc1nnn2c1COC1(CCN(S(=O)(=O)c3c(C)nn(C)c3C)CC1)C2,SC40-0127,410.17
CC(C)(C)c1ccc(C23OC(=O)C4(CCCC4)C2OC(=O)C32CCCC2)cc1,8015-1327,382.21
O=S(=O)(c1cc(Cl)c(Cl)cc1Cl)N1CCSCC1,Y203-3666,344.92
C1CCCC(N2CCC(N3CCCCCC3)CC2)CC1,Y510-7853,278.27
CCN(CC)c1nc(C)nc2c1sc(=S)n2C,8015-7334,268.08
CC(C)NC(=O)N1CCCC1c1cc(C(C)C)no1,J007-1404,265.18
O=C1Nc2ccccc2Oc2cc(Oc3ccccc3)ccc21,8017-2428,303.09
Fc1ccc(-c2ccc(SCc3nc(-c4ccc(F)cc4)no3)nn2)cc1,F840-0347,382.07
O=C1NC(c2cccs2)Nc2sc3c(c21)CCC3,Y202-7467,276.04
O=c1n(Cc2ccc3c(c2)OCO3)nc2c(S(=O)(=O)N3CCOCC3)cccn12,M113-0687,418.09
O=C(Nc1nnc[nH]1)C1(n2cnnn2)CCCCC1,Y043-2561,262.13
CC(C)(C)NC(=O)CN1C(=O)NC2(CCC(C(C)(C)C)CC2)C1=O,S380-0680,337.24
O=S(=O)(Nc1ccc(F)c(F)c1)c1ccc(N2CCCCS2(=O)=O)cc1,G508-0095,402.05
C(=C/CSc1nc2ccccc2[nH]1)\CSc1nc2ccccc2[nH]1,4486-0038,352.08
Cc1c(I)c(C(F)F)nn1C,Y507-5137,271.96
CCC(CC)N1CCN(CC2CC3C=CC2C3)CC1,Y511-5578,262.24
CC1=C(CCC2(C)OC(=O)N(C)C2(C)O)C(C)(C)CCC1,8010-0375,295.21
NC(=O)CSc1sc(=S)sc1SCC(N)=O,4454-0018,311.92
COc1ccc(-c2cnoc2-c2cc(OC)c(OC)c(OC)c2)cc1,8020-7683,341.13
c1nnn(C23CC4CC(CC(c5nc6c7cn[nH]c7ncn6n5)(C4)C2)C3)n1,Y503-1524,362.17
FC1(F)c2ccccc2C(F)(F)c2cc(Cl)ccc21,0438-0320,286.02
COCCNC(=O)C1CN(C(=O)NC2CCCC2)CC12CCCC2,J500-0280,337.24
CCSc1nnc([C@H](CC(C)C)NC(=O)OC(C)(C)C)o1,8388-0080,315.16
N#Cc1cc2c(cc1C#N)N(Cc1ccc(Br)cc1)N=C(c1ccccc1)O2,Y513-1546,428.03
CCS(=O)(=O)N1CCN(CC2CC=CCC2)CC1,Y511-5192,272.16
C[C@@]12CCC3[C@@](CC[C@@H]4[C@](C)(C(=O)O)CCC[C@@]34C)(C[C@H]1O)C2,N062-0009,320.24
c1ccc2c(c1)NC(c1ccsc1)n1c-2nc2ccccc21,6893-0090,303.08
CC1(C)Cc2noc(N)c2C(C)(C)N1OC(=O)c1ccco1,8013-5867,305.14
Cc1nnc(C)c2c(C)n(-c3ccc4c(c3)OCO4)c(C)c12,Y512-9895,295.13
COc1nccnc1NC1CCN(S(=O)(=O)N2CCOCC2)CC1,J501-0154,357.15
NC(Sc1nc(=O)n(C2CCCC2)c2c1CCC2)c1cccc2ccccc12,D468-0824,391.17
CCCCC12CN3CC(C)(CN(C1)C3C(O)C(O)C(O)C(O)CO)C2=O,7780-0051,372.23
CN(C)/C=N/c1sc2c(c1C#N)CC(C)(C)NC2(C)C,Y512-0997,290.16
Cc1ccc(C)c(N2COc3ccc(C(C)(C)C)cc3C2)c1,6718-0055,295.19
CS(=O)(=O)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1,Y205-9325,343.97
Cn1ncc(I)c1-c1nn2c(C(F)F)nnc2s1,Y501-1972,381.93
O=C1CN=C(c2ccccc2)c2oc3ccccc3c2N1,8003-0141,276.09
Cn1ccnc1SCC1(O)C2CC3CC(C2)CC1C3,Y511-1967,278.15
CSc1nnc2c(n1)OC(c1ccc(F)cc1)Nc1ccc(Br)cc1-2,4896-3345,417.99
O=C1CCC[C@@H]2CN(C(=O)CC3CCCC3)C[C@@H]2N1,SB66-0844,264.18
CN1CCn2c(nnc2[C@@H]2C[C@H](O)CN2CC2CCCCC2)C1,S904-0976,319.24
O=S(=O)(c1ccccc1)c1cnc2ccccc2c1,H025-3152,269.05
O=C(O)C1CSC(c2cc(Br)c(Br)s2)N1,Y509-2204,370.83
Cc1cn2c(=O)c(S(=O)(=O)N3CCN(c4ccccc4)CC3)c(C)nc2s1,C301-8465,404.1
CCn1nc(C)c(S(=O)(=O)N(C)Cc2c(C)nn(C)c2C)c1C,Y504-5774,339.17
O=C(CSCC(=O)Nc1nonc1-n1cccc1)Nc1nonc1-n1cccc1,8016-0004,414.09
O=S1(=O)CCN(CC2CCCO2)c2c(F)nc(N3CCOCC3)c(F)c21,8610-0695,389.12
COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1,Y042-0447,258.05
CCn1c(Br)nc(Br)c1C,Y507-4207,265.91
O=S1(=O)C[C@H](NC2CCCCCC2)[C@@H](S(=O)(=O)c2cccs2)C1,D470-1707,377.08
O=C(CC1(O)C(=O)Nc2ccccc21)C1CC2C=CC1C2,8012-9078,283.12
Cc1cn(C2CCN(C(=O)OC(C)(C)C)CC2)nc1N,Y507-2588,280.19
Clc1ccc2nc3c(c(-c4ccccc4)c2c1)SCCO3,8016-0101,313.03
O=C(NC12CC3CC(CC(C3)C1)C2)NC12CC3CC(CC(C3)C1)C2,0111-0165,328.25
COCCN1CNc2c(c(=O)n(C)c(=O)n2C)C1,8016-2172,254.14
Brc1ccc(-c2nnc3n2N=C(c2ccc4c(c2)OCCO4)CS3)cc1,8016-9173,427.99
Nc1nc(CSc2ncccn2)nc(Nc2ccccc2)n1,Y021-4983,311.1
O=C(O)Cn1nnc(-n2cc(Br)cn2)n1,8020-5770,271.97
CCN(CC)c1nn2c(=O)c(C(=O)N3CCC4(CC3)OCCO4)cnc2s1,G205-1927,393.15
Cc1ccc(C2OCC3(CO2)COC(c2ccc(C)cc2)OC3)cc1,3454-2145,340.17
O=C(c1n[nH]cc1I)N1N=C(C(F)F)CC1(O)C(F)F,Y501-9702,405.95
COC(=O)N/N=C/c1ccc(Br)s1,4111-2077,261.94
O=S(=O)(c1ccc2c(c1)Cc1ccccc1-2)N1CCCN(S(=O)(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1,8018-3642,556.15
Clc1cc(Cl)cc(-c2cnc3nonc3n2)c1,8020-9115,265.98
CCC1(C)OC(=O)N(C2CC(C)(C)NC(C)(C)C2)C1(C)O,8012-4837,298.23
C(=N/Nc1nc(N2CCOCC2)nc(N2CCOCC2)n1)\c1ccco1,8013-6234,359.17
Nn1cnn2c(SCC(=O)Nc3cnccn3)nnc12,8006-5059,291.07
c1ccc(CCN2CN(CN3CN(CCc4ccccc4)Cn4nnnc43)c3nnnn3C2)cc1,8016-6863,472.26
CC1(C#CC[N+]2(C)CCCCC2)CCC2C(O1)c1ccccc1OC2(C)C,4161-2468,368.26
Cc1ccc(C(=O)/N=C2\SCCN2C(=O)c2ccc(C)s2)s1,Y500-4958,350.02
Cc1nn(CCF)cc1I,Y507-5305,253.97
c1ccc2nc3c(nc2c1)sc1nc2ccccc2n13,C301-3516,276.05
CSc1nsc(SCC(=O)OC2CC3CCC2(C)C3(C)C)n1,7617-0108,358.08
NS(=O)(=O)c1ccc(NS(=O)(=O)c2cc(F)ccc2F)cc1,Y205-5494,348.01
CN(C)c1nc(N2CCN(C3CCCCC3)CC2)nc2c1CNCC2,V028-5833,344.27
O=C(NC1CCCC1)N1CCC(c2n[nH]c3c2COCC3)C1,SD63-0075,304.19
Cc1c(C(=O)OCCOc2ccc(Cl)cc2Cl)sc(=S)n1C,4075-3530,376.97
c1ccc(Nc2ccc(/N=c3\cc(-c4ccc5c(c4)OCO5)oc4ccccc34)cc2)cc1,6557-0100,432.15
c1cc(-c2cc(-c3nc4c5c(ncn4n3)CCC5)n[nH]2)cs1,Y512-5216,308.08
CCC(C)N1CCC(N2CC(C)OC(C)C2)CC1,Y511-2575,254.24
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,Y700-0205,414.13
CC(C)CC(C(=O)O)N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,5782-3163,396.94
CCCCC12CN3CC(C)(CN(C1)C3c1ccco1)C2=O,D171-0159,288.18
CN1c2ccccc2-c2nc3ccccc3n2C1c1ccccc1,5968-0002,311.14
O=C(NCCC1=CCCCC1)C1CC(=O)N(C2CCCCCC2)C1,K786-5309,332.25
COCc1nnn2c1COC1(CCN(S(=O)(=O)c3cn(C)cn3)CC1)C2,SC40-0057,382.14
Ic1cccc(-c2nnc3ccc4ccccc4n23)c1,8009-4273,370.99
CN1CCN(C(=O)C2CN(S(=O)(=O)N(C)C)CC23CCCC3)CC1,J500-0589,358.2
CCN(CC)CCNc1nc(SC)nc2sc3c(c12)CC(C)(CC)OC3,8640-0306,394.19
O=C(O)CC12CC3CC(C1)CC(n1ncc(Cl)c(Cl)c1=O)(C3)C2,Y503-2222,356.07
CCn1cc(C2=Nn3c(nnc3C(F)F)SC2)c(C)n1,Y503-3261,298.08
CCS(=O)(=O)NCC(c1cccs1)S(=O)(=O)c1cccs1,G857-1668,364.99
O=c1nc(SCc2ccc(F)cc2)c2c(n1C1CCCC1)CCC2,D468-0808,344.14
CN(C)c1nc(N)nc(CSc2nc3c(c(=O)n(C)c(=O)n3C)n2C)n1,8014-6133,377.14
O=S1(=O)CCCCN1c1ccc(S(=O)(=O)N2CCC3(CC2)OCCO3)cc1,G508-0062,416.11
O=C(CC1(O)C(=O)Nc2ccc(Br)cc21)c1ccc(Br)cc1,0647-0029,422.91
N#Cc1c(/N=C/N2CCCCC2)sc2c1CCCCC2,Y512-1373,287.15
CCCCOc1ccc2c(c1)C(=NN)c1cc(OCCCC)ccc1-2,1948-0032,338.2
Cc1noc(C)c1S(=O)(=O)N1CCCC1c1cc(C(C)C)no1,J005-1086,339.13
CC#CC(=O)N1CCCC1C12CC3CC(CC(C3)C1)C2,T001-2132,271.19
O=C1CC(c2cccc3ccccc23)c2c(c3ccccc3oc2=O)O1,8016-3740,342.09
CCCn1cc(Cl)c(I)n1,Y507-6171,269.94
O=C(C1CCOCC1)N1CCCN2C(=O)N(C3CCCCC3)C(=O)C2C1,SD56-0696,363.22
COc1cc(/C=N/Nc2ccc3nncn3n2)cc(OC)c1OC,C063-0043,328.13
CC(=O)C1=NN(c2ccccc2Cl)C2(S1)c1ccccc1C(C)=NN2c1ccccc1,2490-0089,446.1
CCSc1ncnc2c1sc1nc(C)c3c(c12)CC(C)(C)OC3,8017-6419,345.1
Nc1nonc1-c1noc(-c2ccc(I)cc2)n1,8012-8372,354.96
COCCCN1C(=O)[C@@H]2C[C@H](NC(=O)N3CCOCC3)CN2CCS1(=O)=O,S740-1062,404.17
CC(C)=CCCC1(C)OC(=O)N(CCCn2ccnc2C)C1(C)O,8015-0578,335.22
Cc1cccc2c1NC(C)(C)c1ssc(=S)c1-2,3389-0505,279.02
Cc1nn(C(F)F)c(C)c1S(=O)(=O)NC(C)C1CC2CCC1C2,Y502-8845,347.15
COC(=O)C1OC2(CCCCC2)OC1C(=O)OC,8009-6803,258.11
O=S(=O)(CCSc1nc2ccccc2o1)c1nc2ccccc2s1,6743-0004,376.0
CC1(C)CC(=O)C/C(=N\NC(=O)c2cccs2)C1,5320-6831,264.09
CSc1ncn(-c2nc(N(C)C)nc(N3CCCC3)n2)n1,D684-0341,306.14
N#Cc1cc2c(-c3ccccc3)c(N)n(O)c2cc1C#N,8020-2495,274.09
CN1CC(=O)N(C)[C@@H]2CN(Cc3ccoc3)CC[C@@H]2C1=O,SD15-0472,291.16
Brc1nsc2nc3c(cc12)CCCCC3,8017-3839,281.98
O=C(O)C1C2C=CC3(CN(c4ccc(F)cc4)C(=O)C13)O2,8016-5016,289.08
O=C1C2CCCCC2C(=O)N1c1nonc1NC(=O)C12CC3CC(CC(C3)C1)C2,8017-8680,398.2
CC(C)(C)CC(C)(C)NS(=O)(=O)c1ccc(Cl)s1,Y207-4507,309.06
OC1(c2ccc(Cl)cc2)C[N+](c2ccc(Cl)cc2)=C2SCCCN21,4551-0177,379.04
COCCCNC(=O)C12CCC(C)(C(=O)O1)C2(C)C,8016-8574,269.16
Cc1n[nH]c([C@@H]2CC(F)(F)CN2Cc2ccc(C)s2)n1,SB35-1023,298.11
c1ccc(-c2nc3ccc(-c4ccc5nc(-c6ccccn6)c(-c6ccccn6)nc5c4)cc3nc2-c2ccccn2)nc1,3197-0259,566.2
CCN(CC)C(=O)N1CCC2(CC1)CC(N1CCN(CC(C)C)CC1)CCO2,T622-0493,394.33
CCSc1nnc(C(NC(=O)OC(C)(C)C)C(C)CC)o1,8388-0197,315.16
Cn1ncc2c1ncn1nc(Cn3cccn3)nc21,Y502-5937,254.1
COc1cc(C2Nc3ccc(Cl)cc3[C@H]3OCC[C@@H]23)cc(OC)c1OC,J038-2519,375.12
O=S(=O)(c1cc(F)ccc1F)N1CCOCC1,Y205-9443,263.04
S=c1oc2ccccc2n1CNc1ccc(Br)cc1,8007-2144,333.98
O=C1C(C23CC4CC(CC(C4)C2)C3)CCC1C12CC3CC(CC(C3)C1)C2,8010-7712,352.28
CC1=NN(C(=O)c2csc(C)c2)C(O)(C(F)F)C1,Y202-7781,274.06
N#CCP(=O)(c1ccccc1)c1ccccc1OCc1ccccc1,Y505-4340,347.11
Cn1c2c(c(=O)n(C)c1=O)CN(CCN1CCOCC1)CN2,8013-0906,309.18
CCSc1nnc2n3ncnc3c3c4c(sc3n12)CC(C)CC4,8016-5886,344.09
O=C(C1CCN(c2nn3c(=O)c4c(nc3s2)CCCC4)CC1)N1CCC2(CC1)OCCO2,C796-1351,459.19
Cn1cc(Br)c(-c2nn3c(C(F)F)nnc3s2)n1,Y501-1974,333.94
Clc1ccc(N2Cc3ccccc3C2)cc1Cl,6131-0216,263.03
COc1ccc(-c2onc(N)c2-c2cc(OC)c3c(c2OC)OCO3)cc1,8020-7696,370.12
CC(C)NC(=O)C1CN(S(=O)(=O)N(C)C)CC12CCCC2,J500-0406,317.18
O=S(=O)(c1ccc(Br)s1)N1CCCC1c1ccco1,D399-0370,360.94
CSc1nnc2c(n1)OC(c1ccccc1)Nc1ccc(Br)cc1-2,4896-3395,400.0
Cc1c(I)cnn1CCF,Y507-5304,253.97
CCCCCCC(=O)CSc1nc(O)nc2[nH]cnc12,Y512-6310,294.12
OCCN1CCN(C2CCN(CC3CC4C=CC3C4)CC2)CC1,Y511-2647,319.26
O=C(O)c1ccc2c(c1)C(=O)N(C1=NCCS1)C2=O,8008-5264,276.02
O=S1(=O)C[C@H](N2CCC3(CC2)OCCO3)[C@@H](S(=O)(=O)c2cccs2)C1,D470-1683,407.05
O=c1c2c(O)cc(O)cc2oc2ccc3ccccc3c12,Y041-3710,278.06
CCC12CN3CC(C)(CN(C1)C3C1CCOC(C)(C)C1)C2=O,8020-0508,306.23
Cn1cnnc1C1CN(S(C)(=O)=O)CC12CCCCC2,SC68-0016,298.15
c1cc2c(cc1CN1COc3cc4c(cc3C1)OCN(Cc1ccc3c(c1)OCO3)C4)OCO2,8013-5817,460.16
CCc1nc2snc(Br)c2cc1C,8017-5513,255.97
NC(=O)c1c(NC(=O)c2ccc(Cl)s2)sc2c1CCC2,Y206-8346,326.0
Cn1cc(S(=O)(=O)NCCCn2cc(Cl)cn2)cn1,Y509-6555,303.06
CC1=CC(C)C(COC(=O)NC2CCCCC2)(COC(=O)NC2CCCCC2)C(C)C1,2190-0040,434.31
O=S(=O)(Nc1ccc(F)cc1F)c1ccc(N2CCCCS2(=O)=O)cc1,G508-0085,402.05
OCC#CC[N+]1(CC#Cc2ccccc2)CCCC1,4209-0117,254.15
CC(C)CCNC(=O)N1CCn2cccc2C1C(C)C,G551-0337,277.22
Nc1nnc(SCC(=O)Nc2nonc2N)s1,8012-4235,273.01
Brc1cc(/C=N/Nc2nncc3ccccc23)oc1Br,Y510-6172,393.91
OC1=C2C(=Nc3ccccc3SC2c2cc(Cl)ccc2Cl)c2ccccc21,8010-3533,409.01
CC(=O)C12CCCCC1CC1C3CC(C)C4(O)CC(=O)CCC4(C)C3CCC12C,N017-0021,400.3
COc1ccc(CNn2nnnc2N)cc1Cn1nnc(-c2cc(OC)c(OC)c(OC)c2)n1,8018-9567,468.2
CN1CCN(C(=O)C2C3C=CC(O3)C2C(=O)O)CC1,Y204-1198,266.13
c1ccc2oc(CCCc3nc4ccccc4o3)nc2c1,0478-0705,278.11
Cc1sc2nc(CCC(=O)O)n(N)c(=O)c2c1C,Y512-7544,267.07
O=c1nc(SCc2ccccc2)c2c(n1C1CCCC1)CCC2,D468-0806,326.15
O=C(c1noc2c1CCCC2)N(C1CCCCC1)C1CCCCC1,C226-3353,330.23
Ic1ccc(Nc2nc3nonc3n3cnnc23)cc1,8008-2052,378.97
CC12CCC(C(=O)N(CCN3CCOCC3)C1=O)C2(C)C,8017-2704,294.19
CCn1nc(C)c(S(=O)(=O)NCCC(C)n2nc(C)c(Cl)c2C)c1C,Y504-5292,387.15
CSc1ccc(-c2noc(CSc3ccc(-c4ccc5c(c4)OCO5)nn3)n2)cc1,F840-0177,436.07
CC(C)=CCCC1(C)OC(=O)N(CCOC23CC4CC(CC(C4)C2)C3)C1(C)O,8012-5369,391.27
c1cc(CNC2CCCC2)n(-c2nnc(N3CCCC3)s2)c1,E958-0877,317.17
S=c1cc(-c2ccccc2)c2cc3c(cc2o1)OC1(CCCCC1)CC3,Y041-2054,362.13
O=C(O)c1[nH]nc(C(F)F)c1I,Y507-1176,287.92
Cc1cccc(N2CCN(S(=O)(=O)c3c(C)nc4sc(C)cn4c3=O)CC2C)c1,E559-0585,432.13
O=S(=O)(c1ccc(Cl)s1)N1CCN(Cc2cccs2)CC1,Y205-8845,362.0
Cn1c2nc3ccccc3nc2c2cc(Br)cc(Br)c21,8018-8794,388.92
CCOC(=O)CC1(C)OCC(C[N+]2(C)CCCCC2)O1,6228-1189,286.2
COc1ccc(C2c3sc(=S)[nH]c3SC3C4CCC(C4)C23)cc1,D057-0283,361.06
CS(=O)(=O)N1CCC(OC2CCN(S(=O)(=O)c3cc(F)cc(F)c3)CC2)CC1,S330-5277,438.11
CCN1CCN(C(=O)c2cnc3sc(N4CCCCC4)nn3c2=O)CC1,G205-0035,376.17
Clc1ccc(CSc2ncccn2)c(Cl)c1,8009-8978,269.98
Cc1nn(C)cc1-c1nnc(-c2ccnn2C(F)F)o1,Y502-4804,280.09
CC1=CC(C)(C)N2C(=O)C3(NC(=O)c4ccccc4N3)c3cccc1c32,Y021-6992,345.15
CCCCCCCCCS(=O)c1n[nH]c(N)n1,Y021-2669,258.15
CCN(CC)c1nc(N2CCOCC2)nc(N2CCOCC2)n1,8016-5135,322.21
Cn1c(=O)c2c(nc3n2CC(C24CC5CC(CC(C5)C2)C4)=NN3)n(C)c1=O,8012-5014,368.2
O=C1C2C3CCC(C3)C2C(=O)N1c1ccc2c(c1)CCC2,Y203-0291,281.14
CC(C)Cn1cnnc1C1CN(S(=O)(=O)N(C)C)CC12CCCCC2,SC68-2010,369.22
Cc1noc2ncnc(NCCCN3CCCC3)c12,E944-0103,261.16
O=C1Nc2ccccc2Oc2cc(Sc3ccccc3)ccc21,8013-2546,319.07
N#Cc1c(/N=C/N2CCCCCC2)sc2c1CCCC2,Y512-1383,287.15
CN(C)C1(c2nnnn2C2CCCC2)CCN(S(=O)(=O)c2cccs2)C1,SA21-1249,396.14
COc1ccc(CCNCc2ccc(OC)c(OC)c2OC)cc1,Y511-5868,331.18
CN1CCC2(CC1)N1CC3(C)CN2CC(C)(C1)C3O,D318-0553,265.22
O=C(Nc1ccon1)c1cc(Br)cs1,Y207-3585,271.93
Fc1cc(-c2cnc3nonc3n2)c(Cl)cc1Cl,8020-9116,283.97
COCCn1c(SCC(=O)NC2CCCC2)nc2c(c1=O)SCC2,C280-1220,369.12
Cc1ccc([C@@H]2C[C@H](c3ccc(C(C)C)cc3)n3nnnc3N2)cc1C,G951-0130,347.21
c1ccc(N2CCN(c3ccccc3)C2c2ccco2)cc1,8002-8407,290.14
O=C(NC1CCCCCC1)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,Y600-3201,290.24
CN(Cc1c(Br)cnn1C)S(=O)(=O)c1cnn(C(F)F)c1,Y504-5685,382.99
CCC12CN3CC(CC)(CN(C1)C3C1CCOC(C)(C)C1)C2=O,D318-0392,320.25
c1ccc2[nH]c(CCSCCc3nc4ccccc4[nH]3)nc2c1,2293-0692,322.13
Brc1ccc2c(c1)[C@H]1OCC[C@H]1[C@@H](c1cccs1)N2,6344-0025,335.0
CN(C)C(=O)c1cc2n(n1)CCN(C(=O)c1cccn1C)C2,SB71-0063,301.15
O=c1oc2ccccc2c2nc3cc4c(cc3cc12)OCO4,8018-4682,291.05
CSc1nnc([C@H](CC(C)C)NC(=O)OC(C)(C)C)o1,8388-0079,301.15
CCS(=O)(=O)N1CCC(O[C@@H]2C[C@H]3CC[C@@H](C2)N3C(=O)N(C)C)CC1,SB48-0419,373.2
C1CCC(Nc2nnnc3c2sc2nc(N4CCOCC4)c4c(c23)CCCC4)CC1,7245-0329,424.2
CCOC(=O)C1(O)c2ccccc2-c2ccccc21,0138-0193,254.09
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,Y501-6833,296.96
Fc1ccc(CSc2nnc3n2CCN3c2ccc(F)cc2)cc1,F595-0058,344.09
O=S1(=O)C[C@H](NCCC2=CCCCC2)[C@@H](S(=O)(=O)c2cccs2)C1,D470-1633,389.08
CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1ccc(C)o1,Y510-6159,352.15
CCn1ncc(Br)c1-c1nn2c(C)nnc2s1,Y509-2645,311.98
COc1ccc(Nc2nc(=S)[nH]c3cc(OC)c(OC)cc23)cc1OC,C431-0079,373.11
OCCN1CCN(C2CCN(C3CC4CCC3C4)CC2)CC1,Y510-7796,307.26
O=C(O)c1cc(I)cc(I)c1I,0325-0384,499.73
Cc1nc2scc(C)n2c(=O)c1S(=O)(=O)N1CCN(C(=O)c2ccco2)CC1,C301-5081,422.07
CC(C)(C)c1csc(-c2csc(S(=O)(=O)NC3CCCC3)c2)n1,M022-1651,370.08
S=c1n(CN2CCOCC2)nc2n1CCCCC2,8014-1859,268.14
Cc1noc(CC2C(=O)NCCN2C(=O)NC(C)C)n1,SD12-0085,281.15
N#Cc1cc(C#N)c(SCc2nonc2N)nc1N,8020-8997,273.04
c1ccc(CN2CN(Cc3ccccc3)c3nc4ccccc4n3C2)cc1,7752-0093,354.18
O=c1c(O)c(-c2cc(Cl)cc3c2OCOC3)oc2ccc(Cl)cc12,8013-8733,363.99
O=C(N/N=C/c1ccsc1)c1ccc(F)s1,Y505-4216,254.0
Cn1cnnc1C1CN(C2CCCC2)CC12CCOCC2,SC66-0186,290.21
CCc1nc2sc(C(C)C)nn2c1S(=O)(=O)N1CCSCC1,M810-2963,360.07
CC(=O)NC1=NN(C(C)=O)C2(S1)C(=O)N(C)c1ccc(Br)cc12,8015-6399,395.99
CCCSc1nnc2c(n1)OC(C)(CC)Nc1ccccc1-2,8008-4424,316.14
CCCN(CCC)c1nn2c(=O)c(C(=O)N3CCC4(CC3)OCCO4)cnc2s1,G205-1304,421.18
